Timestamp, Device ID, Start Time, Received Time, Delay (ms)
2022-01-13 17:16:37,NF1,1642068997.1803858,1642068997.1804316,0.05
2022-01-13 17:16:39,NF2,1642068999.266382,1642068999.2664208,0.04
2022-01-13 17:16:39,NF1,1642068999.8269303,1642068999.8269744,0.04
2022-01-13 17:16:41,NF2,1642069001.4186008,1642069001.4186356,0.03
2022-01-13 17:16:42,NF1,1642069002.0017312,1642069002.0017655,0.03
2022-01-13 17:16:43,NF2,1642069003.5817864,1642069003.5818956,0.11
2022-01-13 17:16:44,NF1,1642069004.1518464,1642069004.1519475,0.1
2022-01-13 17:16:45,NF2,1642069005.7327554,1642069005.7328446,0.09
2022-01-13 17:16:46,NF1,1642069006.3153899,1642069006.3154395,0.05
2022-01-13 17:16:47,NF2,1642069007.8911955,1642069007.8912828,0.09
2022-01-13 17:16:48,NF1,1642069008.4985235,1642069008.4985845,0.06
2022-01-13 17:16:50,NF2,1642069010.0882692,1642069010.088309,0.04
2022-01-13 17:16:50,NF1,1642069010.8021822,1642069010.8022964,0.11
2022-01-13 17:16:52,NF2,1642069012.234288,1642069012.2343264,0.04
2022-01-13 17:16:52,NF1,1642069012.9781744,1642069012.9782405,0.07
2022-01-13 17:16:54,NF2,1642069014.397474,1642069014.3975909,0.12
2022-01-13 17:16:55,NF1,1642069015.136711,1642069015.1367676,0.06
2022-01-13 17:16:56,NF2,1642069016.5308452,1642069016.530972,0.13
2022-01-13 17:16:57,NF1,1642069017.768839,1642069017.768867,0.03
2022-01-13 17:16:58,NF2,1642069018.6931107,1642069018.693169,0.06
2022-01-13 17:16:59,NF1,1642069019.9424176,1642069019.9424858,0.07
2022-01-13 17:17:00,NF2,1642069020.8664546,1642069020.8665147,0.06
2022-01-13 17:17:02,NF1,1642069022.1206598,1642069022.120741,0.08
2022-01-13 17:17:03,NF2,1642069023.0093677,1642069023.0094259,0.06
2022-01-13 17:17:04,NF1,1642069024.268682,1642069024.268757,0.08
2022-01-13 17:17:05,NF2,1642069025.1866207,1642069025.1866693,0.05
2022-01-13 17:17:06,NF1,1642069026.4373293,1642069026.437386,0.06
2022-01-13 17:17:07,NF2,1642069027.3338277,1642069027.3338892,0.06
2022-01-13 17:17:08,NF1,1642069028.776441,1642069028.7764792,0.04
2022-01-13 17:17:09,NF2,1642069029.4945703,1642069029.494634,0.06
2022-01-13 17:17:10,NF1,1642069030.9691694,1642069030.9692478,0.08
2022-01-13 17:17:11,NF2,1642069031.664321,1642069031.6643913,0.07
2022-01-13 17:17:13,NF1,1642069033.1984205,1642069033.1984732,0.05
2022-01-13 17:17:13,NF2,1642069033.8209696,1642069033.821047,0.08
2022-01-13 17:17:15,NF1,1642069035.7689922,1642069035.7690566,0.06
2022-01-13 17:17:15,NF2,1642069035.986088,1642069035.9861314,0.04
2022-01-13 17:17:17,NF1,1642069037.9218626,1642069037.9219284,0.07
2022-01-13 17:17:18,NF2,1642069038.1429553,1642069038.143058,0.1
2022-01-13 17:17:20,NF1,1642069040.0801032,1642069040.0801797,0.08
2022-01-13 17:17:20,NF2,1642069040.2806864,1642069040.280716,0.03
2022-01-13 17:17:22,NF1,1642069042.2299147,1642069042.2299786,0.06
2022-01-13 17:17:22,NF2,1642069042.441208,1642069042.441311,0.1
2022-01-13 17:17:24,NF1,1642069044.4081347,1642069044.4081862,0.05
2022-01-13 17:17:24,NF2,1642069044.601112,1642069044.6011696,0.06
2022-01-13 17:17:26,NF1,1642069046.7418027,1642069046.7418435,0.04
2022-01-13 17:17:26,NF2,1642069046.7484915,1642069046.7485313,0.04
2022-01-13 17:17:28,NF1,1642069048.912212,1642069048.912273,0.06
2022-01-13 17:17:28,NF2,1642069048.9269187,1642069048.9269874,0.07
2022-01-13 17:17:31,NF2,1642069051.1004117,1642069051.1004813,0.07
2022-01-13 17:17:31,NF1,1642069051.1133893,1642069051.1134286,0.04
2022-01-13 17:17:33,NF2,1642069053.252213,1642069053.2522628,0.05
2022-01-13 17:17:33,NF1,1642069053.7221377,1642069053.722185,0.05
2022-01-13 17:17:35,NF2,1642069055.4133759,1642069055.4134274,0.05
2022-01-13 17:17:35,NF1,1642069055.9230728,1642069055.923108,0.04
2022-01-13 17:17:37,NF2,1642069057.5641797,1642069057.5642138,0.03
2022-01-13 17:17:38,NF1,1642069058.0823953,1642069058.0825183,0.12
2022-01-13 17:17:39,NF2,1642069059.751538,1642069059.7515779,0.04
2022-01-13 17:17:40,NF1,1642069060.2194662,1642069060.219523,0.06
2022-01-13 17:17:41,NF2,1642069061.9024017,1642069061.9024665,0.06
2022-01-13 17:17:42,NF1,1642069062.3783302,1642069062.378447,0.12
2022-01-13 17:17:44,NF2,1642069064.0404193,1642069064.0404696,0.05
2022-01-13 17:17:44,NF1,1642069064.719463,1642069064.7194924,0.03
2022-01-13 17:17:46,NF2,1642069066.199962,1642069066.2000296,0.07
2022-01-13 17:17:46,NF1,1642069066.9054792,1642069066.905504,0.02
2022-01-13 17:17:48,NF2,1642069068.4981935,1642069068.4982572,0.06
2022-01-13 17:17:49,NF1,1642069069.0581307,1642069069.058196,0.07
2022-01-13 17:17:50,NF2,1642069070.541071,1642069070.5411632,0.09
2022-01-13 17:17:51,NF1,1642069071.7036855,1642069071.7037282,0.04
2022-01-13 17:17:52,NF2,1642069072.6923285,1642069072.6923883,0.06
2022-01-13 17:17:53,NF1,1642069073.8912988,1642069073.891337,0.04
2022-01-13 17:17:54,NF2,1642069074.8653188,1642069074.8654418,0.12
2022-01-13 17:17:56,NF1,1642069076.0292785,1642069076.0293915,0.11
2022-01-13 17:17:57,NF2,1642069077.0163097,1642069077.016387,0.08
2022-01-13 17:17:58,NF1,1642069078.2145019,1642069078.2145433,0.04
2022-01-13 17:17:59,NF2,1642069079.162468,1642069079.1624959,0.03
2022-01-13 17:18:00,NF1,1642069080.35309,1642069080.353153,0.06
2022-01-13 17:18:01,NF2,1642069081.3214006,1642069081.3215182,0.12
2022-01-13 17:18:02,NF1,1642069082.7045617,1642069082.7046068,0.05
2022-01-13 17:18:03,NF2,1642069083.4742074,1642069083.474232,0.02
2022-01-13 17:18:04,NF1,1642069084.8723047,1642069084.8723857,0.08
2022-01-13 17:18:05,NF2,1642069085.6517284,1642069085.6517854,0.06
2022-01-13 17:18:07,NF1,1642069087.0394988,1642069087.0395389,0.04
2022-01-13 17:18:07,NF2,1642069087.826747,1642069087.8267968,0.05
2022-01-13 17:18:09,NF1,1642069089.674404,1642069089.6744452,0.04
2022-01-13 17:18:10,NF2,1642069090.0088248,1642069090.0088918,0.07
2022-01-13 17:18:11,NF1,1642069091.8442369,1642069091.8443093,0.07
2022-01-13 17:18:12,NF2,1642069092.1129448,1642069092.1129959,0.05
2022-01-13 17:18:14,NF1,1642069094.0108485,1642069094.010991,0.14
2022-01-13 17:18:14,NF2,1642069094.2737641,1642069094.2738147,0.05
2022-01-13 17:18:16,NF1,1642069096.1995127,1642069096.1995778,0.07
2022-01-13 17:18:16,NF2,1642069096.5194585,1642069096.5195677,0.11
2022-01-13 17:18:18,NF1,1642069098.3266609,1642069098.326708,0.05
2022-01-13 17:18:18,NF2,1642069098.6067817,1642069098.6068277,0.05
2022-01-13 17:18:20,NF1,1642069100.6819487,1642069100.681984,0.04
2022-01-13 17:18:20,NF2,1642069100.7604141,1642069100.7604642,0.05
2022-01-13 17:18:22,NF1,1642069102.854346,1642069102.854389,0.04
2022-01-13 17:18:22,NF2,1642069102.914554,1642069102.914603,0.05
2022-01-13 17:18:25,NF1,1642069105.0109127,1642069105.0109582,0.05
2022-01-13 17:18:25,NF2,1642069105.0812998,1642069105.0813706,0.07
2022-01-13 17:18:27,NF2,1642069107.237614,1642069107.2376769,0.06
2022-01-13 17:18:27,NF1,1642069107.658792,1642069107.6588311,0.04
2022-01-13 17:18:29,NF2,1642069109.42999,1642069109.430033,0.04
2022-01-13 17:18:29,NF1,1642069109.8353114,1642069109.8354065,0.1
2022-01-13 17:18:31,NF2,1642069111.5508366,1642069111.550884,0.05
2022-01-13 17:18:32,NF1,1642069112.0010414,1642069112.0010839,0.04
2022-01-13 17:18:33,NF2,1642069113.7223616,1642069113.7224984,0.14
2022-01-13 17:18:34,NF1,1642069114.160386,1642069114.1604471,0.06
2022-01-13 17:18:35,NF2,1642069115.875412,1642069115.8754818,0.07
2022-01-13 17:18:36,NF1,1642069116.3008056,1642069116.3008692,0.06
2022-01-13 17:18:38,NF2,1642069118.0493233,1642069118.049384,0.06
2022-01-13 17:18:38,NF1,1642069118.6656775,1642069118.6657848,0.11
2022-01-13 17:18:40,NF2,1642069120.2186522,1642069120.2187114,0.06
2022-01-13 17:18:40,NF1,1642069120.8302448,1642069120.830307,0.06
2022-01-13 17:18:42,NF2,1642069122.3631933,1642069122.363252,0.06
2022-01-13 17:18:43,NF1,1642069123.0122223,1642069123.0122619,0.04
2022-01-13 17:18:44,NF2,1642069124.5787785,1642069124.578832,0.05
2022-01-13 17:18:45,NF1,1642069125.63073,1642069125.63078,0.05
2022-01-13 17:18:46,NF2,1642069126.6907184,1642069126.690777,0.06
2022-01-13 17:18:47,NF1,1642069127.799052,1642069127.7991042,0.05
2022-01-13 17:18:48,NF2,1642069128.9028726,1642069128.9029312,0.06
2022-01-13 17:18:49,NF1,1642069129.9816663,1642069129.9817426,0.08
2022-01-13 17:18:51,NF2,1642069131.0373487,1642069131.0373921,0.04
2022-01-13 17:18:52,NF1,1642069132.139164,1642069132.139211,0.05
2022-01-13 17:18:53,NF2,1642069133.1562152,1642069133.1562822,0.07
2022-01-13 17:18:54,NF1,1642069134.292235,1642069134.2923007,0.07
2022-01-13 17:18:55,NF2,1642069135.3271182,1642069135.3271797,0.06
2022-01-13 17:18:56,NF1,1642069136.6210861,1642069136.62112,0.03
2022-01-13 17:18:57,NF2,1642069137.4714458,1642069137.4715512,0.11
2022-01-13 17:18:58,NF1,1642069138.7913623,1642069138.7914107,0.05
2022-01-13 17:18:59,NF2,1642069139.628611,1642069139.628675,0.06
2022-01-13 17:19:00,NF1,1642069140.9810336,1642069140.9810717,0.04
2022-01-13 17:19:01,NF2,1642069141.8040893,1642069141.804115,0.03
2022-01-13 17:19:03,NF1,1642069143.798265,1642069143.798411,0.15
2022-01-13 17:19:03,NF2,1642069143.967634,1642069143.967758,0.12
2022-01-13 17:19:05,NF1,1642069145.7843359,1642069145.7843862,0.05
2022-01-13 17:19:06,NF2,1642069146.14621,1642069146.1462734,0.06
2022-01-13 17:19:07,NF1,1642069147.9324794,1642069147.932518,0.04
2022-01-13 17:19:08,NF2,1642069148.290749,1642069148.2907758,0.03
2022-01-13 17:50:35,NF1,1642071035.150949,1642071035.150984,0.04
2022-01-13 17:50:37,NF1,1642071037.33624,1642071037.336364,0.12
2022-01-13 17:50:39,NF1,1642071039.4768004,1642071039.4768639,0.06
2022-01-13 17:50:41,NF1,1642071041.656539,1642071041.6565795,0.04
2022-01-13 17:50:43,NF1,1642071043.7999883,1642071043.8000789,0.09
2022-01-13 17:50:46,NF1,1642071046.3132665,1642071046.3133028,0.04
2022-01-13 17:50:48,NF1,1642071048.323213,1642071048.3232696,0.06
2022-01-13 17:50:50,NF1,1642071050.4857469,1642071050.4858167,0.07
2022-01-13 17:50:53,NF1,1642071053.1495616,1642071053.1495852,0.02
2022-01-13 17:50:55,NF1,1642071055.3177624,1642071055.317837,0.07
2022-01-13 17:50:57,NF1,1642071057.4672027,1642071057.4673054,0.1
2022-01-13 17:50:59,NF1,1642071059.6215708,1642071059.62163,0.06
2022-01-13 17:51:01,NF1,1642071061.7945824,1642071061.7946317,0.05
2022-01-13 17:51:04,NF1,1642071064.1341429,1642071064.1342866,0.14
2022-01-13 17:51:06,NF1,1642071066.299828,1642071066.2999117,0.08
2022-01-13 17:51:08,NF1,1642071068.457592,1642071068.4576643,0.07
2022-01-13 17:51:11,NF1,1642071071.102322,1642071071.1025634,0.24
2022-01-13 17:51:13,NF1,1642071073.2788742,1642071073.2789154,0.04
2022-01-13 17:51:15,NF1,1642071075.4579277,1642071075.458008,0.08
2022-01-13 17:51:17,NF1,1642071077.6124606,1642071077.6125247,0.06
2022-01-13 17:51:19,NF1,1642071079.7764335,1642071079.7765021,0.07
2022-01-13 17:51:22,NF1,1642071082.1104481,1642071082.110473,0.02
2022-01-13 17:51:24,NF1,1642071084.2921712,1642071084.2922275,0.06
2022-01-13 17:51:26,NF1,1642071086.4467058,1642071086.446765,0.06
2022-01-13 17:51:29,NF1,1642071089.0838792,1642071089.0839155,0.04
2022-01-13 17:51:31,NF1,1642071091.2521324,1642071091.2522027,0.07
2022-01-13 17:51:33,NF1,1642071093.424108,1642071093.4241595,0.05
2022-01-13 17:51:35,NF1,1642071095.5859108,1642071095.5860314,0.12
2022-01-13 17:51:37,NF1,1642071097.7428365,1642071097.742913,0.08
2022-01-13 17:51:40,NF1,1642071100.0814166,1642071100.081441,0.02
2022-01-13 17:51:42,NF1,1642071102.2462182,1642071102.2462554,0.04
2022-01-13 17:51:44,NF1,1642071104.426039,1642071104.4261043,0.07
2022-01-13 17:51:47,NF1,1642071107.0547912,1642071107.054815,0.02
2022-01-13 17:51:49,NF1,1642071109.226052,1642071109.2261167,0.06
2022-01-13 17:51:51,NF1,1642071111.4005318,1642071111.400591,0.06
2022-01-13 17:51:53,NF1,1642071113.539084,1642071113.5391083,0.02
2022-01-13 17:51:55,NF1,1642071115.7106464,1642071115.7107031,0.06
2022-01-13 17:51:58,NF1,1642071118.0515947,1642071118.0516207,0.03
2022-01-13 17:52:00,NF1,1642071120.2728732,1642071120.272941,0.07
2022-01-13 17:52:02,NF1,1642071122.4383993,1642071122.4384441,0.04
2022-01-13 17:52:05,NF1,1642071125.0389931,1642071125.0390177,0.02
2022-01-13 17:52:07,NF1,1642071127.23906,1642071127.2391279,0.07
2022-01-13 17:52:09,NF1,1642071129.4446023,1642071129.4446661,0.06
2022-01-13 17:52:11,NF1,1642071131.535698,1642071131.5357766,0.08
2022-01-13 17:52:13,NF1,1642071133.686541,1642071133.686583,0.04
2022-01-13 17:52:16,NF1,1642071136.0930603,1642071136.0930915,0.03
2022-01-13 17:52:18,NF1,1642071138.2219155,1642071138.2219806,0.07
2022-01-13 17:52:20,NF1,1642071140.354287,1642071140.3543494,0.06
2022-01-13 17:52:22,NF1,1642071142.9935973,1642071142.9936285,0.03
2022-01-13 17:52:25,NF1,1642071145.1882231,1642071145.1882646,0.04
2022-01-13 17:52:27,NF1,1642071147.3363175,1642071147.3363893,0.07
2022-01-13 17:52:29,NF1,1642071149.503631,1642071149.5037014,0.07
2022-01-13 17:52:31,NF1,1642071151.657009,1642071151.6570761,0.07
2022-01-13 17:52:34,NF1,1642071154.0072064,1642071154.0072489,0.04
2022-01-13 17:52:36,NF1,1642071156.2260206,1642071156.226094,0.07
2022-01-13 17:52:38,NF1,1642071158.3514261,1642071158.3514817,0.06
2022-01-13 17:52:40,NF1,1642071160.9827514,1642071160.982776,0.02
2022-01-13 17:52:43,NF1,1642071163.1575859,1642071163.157646,0.06
2022-01-13 17:52:45,NF1,1642071165.3937962,1642071165.393835,0.04
2022-01-13 17:52:47,NF1,1642071167.472797,1642071167.4728231,0.03
2022-01-13 17:52:49,NF1,1642071169.6330442,1642071169.633214,0.17
2022-01-13 17:52:51,NF1,1642071171.9826498,1642071171.9826741,0.02
2022-01-13 17:52:54,NF1,1642071174.1990678,1642071174.1991217,0.05
2022-01-13 17:52:56,NF1,1642071176.40945,1642071176.4095209,0.07
2022-01-13 17:52:58,NF1,1642071178.9606366,1642071178.9606607,0.02
2022-01-13 17:53:01,NF1,1642071181.1648304,1642071181.1651218,0.29
2022-01-13 17:53:03,NF1,1642071183.3446813,1642071183.3447466,0.07
2022-01-13 17:53:05,NF1,1642071185.457909,1642071185.4579573,0.05
2022-01-13 17:53:07,NF1,1642071187.6245291,1642071187.624576,0.05
2022-01-13 17:53:09,NF1,1642071189.9763558,1642071189.9763796,0.02
2022-01-13 17:53:12,NF1,1642071192.1330557,1642071192.1332424,0.19
2022-01-13 17:53:14,NF1,1642071194.3264737,1642071194.326538,0.06
2022-01-13 17:53:16,NF1,1642071196.9490678,1642071196.9491088,0.04
2022-01-13 17:53:19,NF1,1642071199.1225376,1642071199.1225839,0.05
2022-01-13 17:53:21,NF1,1642071201.306204,1642071201.3062625,0.06
2022-01-13 17:53:23,NF1,1642071203.6063716,1642071203.606422,0.05
2022-01-13 17:53:25,NF1,1642071205.7072244,1642071205.7074099,0.19
2022-01-13 17:53:28,NF1,1642071208.0757923,1642071208.0758379,0.05
2022-01-13 17:53:30,NF1,1642071210.2201936,1642071210.2202523,0.06
2022-01-13 17:53:32,NF1,1642071212.2680311,1642071212.2681518,0.12
2022-01-13 17:53:34,NF1,1642071214.9529483,1642071214.9529884,0.04
2022-01-13 17:53:37,NF1,1642071217.5754554,1642071217.5755274,0.07
2022-01-13 17:53:39,NF1,1642071219.3523576,1642071219.3524377,0.08
2022-01-13 17:53:41,NF1,1642071221.653451,1642071221.653515,0.06
2022-01-13 17:53:43,NF1,1642071223.6978002,1642071223.6978788,0.08
2022-01-13 17:53:46,NF1,1642071226.0568547,1642071226.0568798,0.03
2022-01-13 17:53:48,NF1,1642071228.0719476,1642071228.0720563,0.11
2022-01-13 17:53:50,NF1,1642071230.2413268,1642071230.2413883,0.06
2022-01-13 17:53:52,NF1,1642071232.8936062,1642071232.8936298,0.02
2022-01-13 17:53:55,NF1,1642071235.0456266,1642071235.0456884,0.06
2022-01-13 17:53:57,NF1,1642071237.3194857,1642071237.3195832,0.1
2022-01-13 17:53:59,NF1,1642071239.36939,1642071239.3697248,0.33
2022-01-13 17:54:01,NF1,1642071241.5758398,1642071241.5758975,0.06
2022-01-13 17:54:03,NF1,1642071243.9385176,1642071243.9385886,0.07
2022-01-13 17:54:06,NF1,1642071246.2424946,1642071246.2426202,0.13
2022-01-13 17:54:08,NF1,1642071248.416439,1642071248.4165132,0.07
2022-01-13 17:54:11,NF1,1642071251.084485,1642071251.0845125,0.03
2022-01-13 17:54:13,NF1,1642071253.179949,1642071253.1799903,0.04
2022-01-13 17:54:15,NF1,1642071255.6281347,1642071255.6283643,0.23
2022-01-13 17:54:17,NF1,1642071257.3431258,1642071257.3431995,0.07
2022-01-13 17:54:19,NF1,1642071259.6451244,1642071259.6451988,0.07
2022-01-13 17:54:22,NF1,1642071262.0276635,1642071262.0277,0.04
2022-01-13 17:54:24,NF1,1642071264.1500936,1642071264.1501381,0.04
2022-01-13 17:54:26,NF1,1642071266.283422,1642071266.2834635,0.04
2022-01-13 17:54:28,NF1,1642071268.9302855,1642071268.9303584,0.07
2022-01-13 17:54:31,NF1,1642071271.0905907,1642071271.0906355,0.04
2022-01-13 17:54:33,NF1,1642071273.4150677,1642071273.4151068,0.04
2022-01-13 17:54:35,NF1,1642071275.5028017,1642071275.5032063,0.4
2022-01-13 17:54:37,NF1,1642071277.791511,1642071277.7915766,0.07
2022-01-13 17:54:40,NF1,1642071280.0724843,1642071280.072553,0.07
2022-01-13 17:54:42,NF1,1642071282.1407776,1642071282.1408458,0.07
2022-01-13 17:54:44,NF1,1642071284.2960422,1642071284.2961414,0.1
2022-01-13 17:54:47,NF1,1642071287.023887,1642071287.023911,0.02
2022-01-13 17:54:49,NF1,1642071289.2021878,1642071289.2022614,0.07
2022-01-13 17:54:51,NF1,1642071291.2929635,1642071291.2930102,0.05
2022-01-13 17:54:53,NF1,1642071293.501326,1642071293.5014417,0.12
2022-01-13 17:54:55,NF1,1642071295.6139026,1642071295.6139448,0.04
2022-01-13 17:54:57,NF1,1642071297.8048167,1642071297.8048983,0.08
2022-01-13 17:54:59,NF1,1642071299.991304,1642071299.9913285,0.02
2022-01-13 17:55:02,NF1,1642071302.3612251,1642071302.3612719,0.05
2022-01-13 17:55:04,NF1,1642071304.927167,1642071304.9271908,0.02
2022-01-13 17:55:07,NF1,1642071307.0861197,1642071307.086174,0.05
2022-01-13 17:55:09,NF1,1642071309.119792,1642071309.119832,0.04
2022-01-13 17:55:11,NF1,1642071311.3401377,1642071311.3402042,0.07
2022-01-13 17:55:13,NF1,1642071313.4440696,1642071313.4441314,0.06
2022-01-13 17:55:15,NF1,1642071315.93538,1642071315.9354227,0.04
2022-01-13 17:55:18,NF1,1642071318.084751,1642071318.0847757,0.02
2022-01-13 17:55:20,NF1,1642071320.3505003,1642071320.350552,0.05
2022-01-13 17:55:22,NF1,1642071322.8724468,1642071322.8724926,0.05
